filename,speaker,category,reference,hypothesis,wer
Abdullah_B04.wav,Abdullah,B,Usne presentation to deliver kar di lekin saare key points theek se cover hi nahi kiye the aur audience kaafi confused ho gayi.,اُس نے پریزنٹیشن تو دیلیور کر دی لیکن سارے کی پونس ٹیک سے قبر ہی نہیں کیے تھے اور آڈیاز کافی کنفیوز دو گئی۔,1.043478261
Abdullah_B05.wav,Abdullah,B,"Report ko achhi tarah finalize karo aur phir manager ko detailed email kar do, yeh sab kuch before evening ho jana chahiye.",پیپورٹ کو اچھی طرح فائنیلیس گارڈو اور پیر مینجر کوڑیٹیٹل ایمیل کر دو یہ سب کچھ پیفور ایوینگ ہو جنا چاہی ہے,1
Abdullah_B06.wav,Abdullah,B,"Dataset collection ke liye hum Google Forms use kar sakte hain, it is the easiest option aur sab ke liye equally accessible bhi hai.",دیتا سٹ کلیکشن کے لئے ہم گوگل فارمز يوز کر سکتے ہیں its the easiest option اور سب کے لئے ایکو لئے سسے بل بھی ہے,0.958333333
Abdullah_B07.wav,Abdullah,B,"Internship ke liye abhi apply karo, the deadline is next Friday aur online form available hai, is baar late mat karna bilkul.",انطنشپ کے لئے بھی اپلایک اور اوڑھ دردلین اس نکس پریڈے اور اوڑلین فارم اویلبل ہے اس بلیت مٹ کنہ بلکول,1
Abdullah_B08.wav,Abdullah,B,"Research paper submit karne se pehle achhi tarah plagiarism check karo, journal ke strict rules hain aur rejection afford nahi kar sakte.",دیسرچ پیپر سرمیٹ کرنے سے پہلے اچھی طرحہ پلیجریزم چیک کرو جننل کے سٹریق دولز ہیں اور ایجیکشن افوڑ نہیں کر سکتے,1
Abdullah_B09.wav,Abdullah,B,Usne interview mein confidently sawal to answer kiye lekin technical questions pe stuck ho gaya aur interviewer clearly impressed nahi tha.,اس نے انٹریبیوں میں کون فیڈنلی سوال تو آنسر کی لیکن ٹیکنیٹل کسینس پڑ سٹک ہو گیا اور انٹریبیور کلیڈی ایم پرست نہیں تھا,1.142857143
Abdullah_B10.wav,Abdullah,B,Team ne feature successfully implement kar diya lekin testing phase mein multiple critical bugs nikle jo pehle notice hi nahi hue the.,ٹیم نے فیچھر سکسسپولی امپلیمنٹ کر دیا لیکن ٹیسٹین فیز میں ملٹیپل کریٹکل بگز نکلے جو پہلے نوٹیز ہی نہیں ہوا تھے,1
Abdullah_C01.wav,Abdullah,C,"Bhai honestly baat karein to yeh system properly designed nahi hai, backend bohot slow hai aur frontend pe bhi serious bugs hain jo weeks se fix nahi hue, team ko yeh sab immediately address karna chahiye tha.",بای اونس لی بات کریں تو یہ سیستم پروپلٹ جائی نہیں ہے بیکن بہت سلو ہے اور فرنٹن پی بھی سیریس بگز حان جو ویق سے فکس نہیں ہوئے تین کو یہ سب امیدیٹلی ادرس کرنا چاہیے تھا,1.027027027
Abdullah_C02.wav,Abdullah,C,"Maine usse multiple times remind kiya tha lekin usne task assign karne ke baad koi proper follow-up nahi ki aur ab deadline miss ho gayi, client bohot upset hai aur situation handle karna din ba din mushkil ho raha hai.",میں نے اسے ملٹبال ٹیمز رمائنڈ کیا تھا لیکن اس نے ٹاسکہ سائن کرنے کے بعد کوئی پروپر فولو آپ نے ہی کی اور اب ٹید لین میں سفو گئی۔ قلینٹ بہت اپسٹ ہے اور سیٹشن ہندل کرنہ دن بہت دن مشکل ہو رہا ہے۔,1.125
Abdullah_C03.wav,Abdullah,C,"Model train karna start kiya tha lekin dataset imbalanced nikla aur accuracy bhi expected se bohot kam thi, ab pehle data clean karke dobara preprocess karna parega aur phir carefully se training dobara run karni hogi.",موڑل ٹرین کننا start کیا تھا لیکن data set him balance nikla اور accuracy be expected سے بہت کام تھی اب پہلے data clean کر کے دبارا pre-process کرنا پڑے گا اور پھر care fully سے training دبارا رہن کنڈی پڑے گی,0.972222222
Abdullah_C04.wav,Abdullah,C,"Client ne initially sab kuch approve kiya tha lekin ab suddenly requirements change kar di hain aur poora workflow dobara design karna parega, delivery timeline bhi extend hogi aur is wajah se budget bhi seriously affect hoga.",کلای نی نیشیلی سب کچھ اپروف یا تھا لیکن اپسیڈنلی رکوائیمنز چینج پر دی ہیں اور پورا ورکھلو دبارہ دجان کرنا بڑے گا دلیوری ٹیم لین بھی ایک سٹینڈ ہوگی اور اس ویسے بجد بھی سیڈی سیڈی سیڈی فکٹ ہوگا,1.081081081
Abdullah_C05.wav,Abdullah,C,"Yaar I was literally telling him ke agar tum chahte ho ke results actually good aayein to proper effort lagana parega, yeh jo shortcut wala approach hai woh long term mein kabhi bhi kaam nahi karta seriously.",یا رائباز لٹریلی ٹالیگ ہیم کہ اگر تم چاہتے ہو کہ ریزلس ایکچولی گود آئیں تو پروپر افرد لگانا پڑے گا یہ جو شوٹ کرولا پروج ہے وہ لوگ تم میں کبھی بھی کام نہیں کرتا سیڑیسلی,1
Abdullah_C06.wav,Abdullah,C,"Honestly project almost done hai lekin backend mein abhi bhi kuch major issues hain aur frontend pe bhi bugs fix nahi hue, sab kuch before deployment theek karna parega warna production mein serious problems aayengi.",آنسلی پروجیکٹ اولمس دن ہے لیکن بیکٹن میں ابھی بھی کچھ مجر ایشوز ہیں اور فرنٹن پیبی بگس فکس نہیں ہوا ہے سب کچھ بھی فورڈی پرویرمنٹ کیک کرنا پڑے گا وڈنہ پروڈکسن میں سیڈیس پروگلمزیں گی,1.057142857
Abdullah_C07.wav,Abdullah,C,"Meeting mein usne clearly said kiya ke budget approved ho gaya hai, ab sirf proper implementation bacha hai aur poori team ko start karne se pehle achhi tarah onboard karna hoga taki sab same page par hon.",میٹنگ میں اس نے کلیلی سیٹ کیا کہ بجد اپروڑ ہو گیا ہے اب سیٹھ پروپر ایمیٹیشن بچہ ہے اور پوڑی ٹیم کو شارٹ کنڈ اسبہلے اچی طرح اونبرٹ کرنا ہوگا تاکہ سب سیم پیچ پر ہوں,1
Abdullah_C08.wav,Abdullah,C,"Is machine learning model ki accuracy theek hai lekin precision aur recall dono kaafi low hain, isliye hyperparameters tune karne parenye aur shayad aur zyada training data collect karna parega behtar results ke liye.",اس مشین لنیگ موڈل کیا کوریسیت ہی ہے لیکن پریسین اور ایک اول دونوں کافی لوہ ہیں اس لیے ہیپر پیرمیٹرس ٹیون کرنا پڑیں گے اور شاید اور زیادہ ٹرینیگ دیٹا کلیکٹ کرنا پڑے گا بہت ریزڈس کے لئے,1.147058824
Abdullah_C09.wav,Abdullah,C,"Usne apni presentation confidently deliver ki aur saare key points clearly cover kiye, lekin question answer session mein kuch technical queries pe woh stuck ho gaya aur judges ka confidence thoda shake hua usse.",اس نے اپنی پریزنٹیشن کونفیڈنڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈیڈی,1
Abdullah_C10.wav,Abdullah,C,"Maine usse clearly instruction di thi ke feature implement karne se pehle properly test karo, lekin usne directly production mein push kar diya aur ab system down hai aur saare users affected hain, yeh bohot badi mistake thi.",میں نے اسے کلیلی استرکشن دیتے کہ فیچنی برومن کرنے سے پہلے پروپلی تست کرو۔ لیکن اس نے دیکھلی بروڈکشن میں پش کر دیا اور اب سسٹرم دون ہے اور سارے افیکٹد ہیں یہ بہت بریمیستے ہے۔,1
Ayyan_A01.wav,Ayyan,A,"Kal sham tak saray documents media par nashar kar diye jayen ge, is mein koi delay nahi honi chahiye.",کل شام تک سارے دکومٹس میڈیہ پر نشت کر دیا جائیں گے۔ اس میں کبھی دیلے نہیں ہونچے ہی ہے۔,1.052631579
Ayyan_A02.wav,Ayyan,A,"Yeh meeting abhi cancel nahi hogi, boss ne personally confirm kiya hai aur sab ko attend karna hoga.",یہ میٹنگ ابھی کنسل نہیں ہوگی۔ بہت نے پرسنہ لکنفرم کیا ہے اور سب کوڑن کرنا ہوگا۔,1
Ayyan_A03.wav,Ayyan,A,"Project ka final review kal subah hoga, isliye aaj raat tak apna kaam complete kar lo aur tayar raho.",بوجھیک کا فائنے لگیو کل سبہ ہوگا اس لیے آج راتے کپنے کام کم پیڑ کرلو اور تیارو ہو,1
Ayyan_A04.wav,Ayyan,A,"Uska performance is semester mein kaafi improve hua hai, professors bhi usse appreciate kar rahe hain.",اوسکا پر فوموندس اس مسترمی کافیم پروب ہے پر فیسرز بیو سی اپری شیر کارنی ہے,1
Ayyan_A05.wav,Ayyan,A,"System crash ho gaya tha isliye sara data delete ho gaya, ab se regular backup lena zaroori hai.",سستم قرش ہو گیا تھا اسلی سالہ دیکھر دیلیٹ ہو گیا اب سے رگولٹ بیکپ لینہ ضروری ہے,1
Ayyan_A06.wav,Ayyan,A,"Mujhe yeh project deadline tak submit karna hai, warna marks cut ho jayenge aur GPA affect hoga.",مجھے یہ پروجیکدیٹ لائن تک سمیٹھ کرنا ہے مرنا مقص کرتے ہو جائیں گے اور GPF اکت ہو گا,1.117647059
Ayyan_A07.wav,Ayyan,A,"Woh bahut professional banda hai, usse seriously lo aur uski feedback ko ignore mat karo bilkul.",وہ بہت بہت پر فیشنے بندہ ہے اسے سیسیل اور اسی فیڈ باک کو اگنور مد کر بیلکل,1.125
Ayyan_A08.wav,Ayyan,A,"Yeh issue abhi tak resolve nahi hua, please follow up karo aur team ko kal tak update karte rehna.",یہ ایشو ابھی تک رزولت نہیں ہوا۔ لیس فولوپ کرو اور ٹیم کو کل تک اپتیٹ کرتے ہیں نا۔,1
Ayyan_A09.wav,Ayyan,A,"Mera laptop ki battery bohot jaldi low ho jati hai, agar charger hai to please lao warna kaam ruk jayega.",میرے لپٹوپ کی بیٹری بہت جلدی لو ہو جاتی ہے اگر چاہجر ہے تو پلیز لوگ انا کام رک جائے گا,1.05
Ayyan_A10.wav,Ayyan,A,"Assignment ka deadline extend hua kya is bar, kyunki main kuch din se bohot busy tha aur poora nahi ho paya.",اسائمن کی دیدلان ایکستان ہوا کیا اس بار کیونکہ میں کچھ دن سے بہت بیزی تھا اور پورا نہیں ہوا پیا,1
Ayyan_B01.wav,Ayyan,B,Maine usse baar baar clearly explain kiya tha lekin usne properly respond nahi kiya aur ab poora project stuck ho gaya hai.,میں نے اسے بار بار کلیلی ایک سپرین کیا تھا لیکن اس نے پروپلی رسپون نہیں کیا اور اپورا پر اچکستک ہو گیا ہے۔,1.090909091
Ayyan_B02.wav,Ayyan,B,"Deadline extend nahi hogi is bar, tum apna remaining work aaj raat hi complete karke tonight submit kar do please.",دیدرین اکسٹن نہیں ہو گئی اس بار، تم اپنا نیمینک بڑک آج راتھ ہی قمpleیٹ کر کے تنائیٹ سمیٹ کر دو پلیس,1.1
Ayyan_B03.wav,Ayyan,B,Yeh approach technically correct lag rahi hai lekin practically implement karna bohot mushkil hoga available limited resources ke saath.,یہ پروش نکنکلی قریقت لگ ری ہے لیکن پر ایکٹیکلی ایمپلیمڈ کرنا بہت مشکل ہوگا، اویلے بل لیمٹڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈ,1
Ayyan_B04.wav,Ayyan,B,Usne presentation to deliver kar di lekin saare key points theek se cover hi nahi kiye the aur audience kaafi confused ho gayi.,اس نے پر ازنٹیشن تو دلیبور کر دی لیکن سارے کی پوڑنس چیک سے قوار ہی نہیں کیے تھے اور اوڑینس کافی کن فیوز جو ہو گئی,1.173913043
Ayyan_B05.wav,Ayyan,B,"Report ko achhi tarah finalize karo aur phir manager ko detailed email kar do, yeh sab kuch before evening ho jana chahiye.",ریپورٹ کو اچھی تنہ فائنیلیس کرو اور پھر مینجر کو دیٹیل ایمیل کرتو یہ سب کچھ بھی فور ایبینگ ہو جانا چاہیے,1
Ayyan_B06.wav,Ayyan,B,"Dataset collection ke liye hum Google Forms use kar sakte hain, it is the easiest option aur sab ke liye equally accessible bhi hai.",دیتا سٹ کلکشن کے لیے ہم جوگل فارم جوز کر سکتے ہیں. It is the easiest option or sub کے لیے ایک لیے سسے بل بھی ہے.,0.916666667
Ayyan_B07.wav,Ayyan,B,"Internship ke liye abhi apply karo, the deadline is next Friday aur online form available hai, is baar late mat karna bilkul.",انڈنشپ کے لئے ابھی اپلائے کرو۔ the dead ring is next Friday or online form available. اس بہل لیٹ مدھ کرنا بلکن۔,0.772727273
Ayyan_B08.wav,Ayyan,B,"Research paper submit karne se pehle achhi tarah plagiarism check karo, journal ke strict rules hain aur rejection afford nahi kar sakte.",ریسٹش پیپر سبمیٹ کرنے سے پیلے چی تنہا پیگریزم چیک کرو۔ جننل کسٹرکڑ سے ہیں اور ایچکشنہ فور نہیں کر سکتے۔,1
Ayyan_B09.wav,Ayyan,B,Usne interview mein confidently sawal to answer kiye lekin technical questions pe stuck ho gaya aur interviewer clearly impressed nahi tha.,اس نے انتریوں میں کنفیدینڈنی سوال تو انسر کیا ہے لیکن ٹیکنیکل کسٹرنس پیسٹاک ہو گیا اور انتریور کلیلی ایمپرس نہیں تھا,1.047619048
Ayyan_B10.wav,Ayyan,B,Team ne feature successfully implement kar diya lekin testing phase mein multiple critical bugs nikle jo pehle notice hi nahi hue the.,ٹیم نے فیچر سکسسفل ایمپلیمنٹ کر دیا لیکن ٹیسٹنگ فیز میں ملٹیپل کٹیکل بگز نگلے جو پہلے نوٹیس کی نہیں گوے تھے۔,1
Ayyan_C01.wav,Ayyan,C,"Bhai honestly baat karein to yeh system properly designed nahi hai, backend bohot slow hai aur frontend pe bhi serious bugs hain jo weeks se fix nahi hue, team ko yeh sab immediately address karna chahiye tha.",بھئے انسلی باز کریں تو یہ سیسٹم پروپڑے دیزائل نہیں ہے باکھن بہت سلوہہ اور فرنٹنٹ پے بھی سیڈیس بقس ہیں جو ویق سے سے فکس نہیں ہوئے ٹیم کو یہ سب ایمیجیٹری دیس کرنا چاہیے تھا,1
Ayyan_C02.wav,Ayyan,C,"Maine usse multiple times remind kiya tha lekin usne task assign karne ke baad koi proper follow-up nahi ki aur ab deadline miss ho gayi, client bohot upset hai aur situation handle karna din ba din mushkil ho raha hai.",میں نے اسے ملٹپل ٹیمیز ریمان کیا تھا لیکن اس نے ٹاس کا سائن کرنے کے بات کوئی پروپر فولہ پر نہیں کی اور اب دیادڈن ویس ہو گئے۔ قلائنٹ بہت اپسٹ ہے اور سٹویشن ہندل کرنا دنبادین مشکل ہو رہا ہے۔,1.05
Ayyan_C03.wav,Ayyan,C,"Model train karna start kiya tha lekin dataset imbalanced nikla aur accuracy bhi expected se bohot kam thi, ab pehle data clean karke dobara preprocess karna parega aur phir carefully se training dobara run karni hogi.","موڑلڈرین کرنا start کیا تھا لیکن data set in balance, nikla or accuracy be expected سے بہت کم تھی۔ اب پہلڑڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈڈ",0.944444444
Ayyan_C04.wav,Ayyan,C,"Client ne initially sab kuch approve kiya tha lekin ab suddenly requirements change kar di hain aur poora workflow dobara design karna parega, delivery timeline bhi extend hogi aur is wajah se budget bhi seriously affect hoga.",کلایٹ نے اینشیلی سب کوش پروف کیا تھا لیکن اب سیڈلیٹی قیمان سجنج کر دی ہیں اور پورا ورکفلوڑ دیدوارہ دیسائن کرنا پرے گا۔ دویبری ٹیمیک سٹرن ہوگی اور اس ویدہ سے بجد بھی سیلیس کی فکٹ ہوگا۔,1.027027027
Ayyan_C05.wav,Ayyan,C,"Yaar I was literally telling him ke agar tum chahte ho ke results actually good aayein to proper effort lagana parega, yeh jo shortcut wala approach hai woh long term mein kabhi bhi kaam nahi karta seriously.",یہ جو شوٹ کٹ بلا پروچھا یہ لونکٹم میں کبھی کامنی کرتا سیڈیستی,1
Ayyan_C06.wav,Ayyan,C,"Honestly project almost done hai lekin backend mein abhi bhi kuch major issues hain aur frontend pe bhi bugs fix nahi hue, sab kuch before deployment theek karna parega warna production mein serious problems aayengi.",اُنس کے پر جیت اُنس دنحہ لیکن بیکن میں ابھی بھی کچھ مجد ایشوز ہیں اور فرنتد پیبی بگزی فکس نہیں ہوئے سب کچھ بھی فور دپلویمان ٹی کرنا پرے گا ورنا پروڈیکشن میں سیریس پروبلنزائیں گی,1.057142857
Ayyan_C07.wav,Ayyan,C,"Meeting mein usne clearly said kiya ke budget approved ho gaya hai, ab sirf proper implementation bacha hai aur poori team ko start karne se pehle achhi tarah onboard karna hoga taki sab same page par hon.",میٹنگ میں اس نے کلیلی سد کیا کہ بوجد پروفڑ ہو گیا ہے اب صرف پروپر ایمپیلیمنٹیشن بچے ہیں اور پوری ٹیم کو start کرنے سے پہلے اچھی تنہا اونبرٹ کرنا ہوگا تاکہ سب same پیش پر ہوں,0.972972973
Ayyan_C08.wav,Ayyan,C,"Is machine learning model ki accuracy theek hai lekin precision aur recall dono kaafi low hain, isliye hyperparameters tune karne parenye aur shayad aur zyada training data collect karna parega behtar results ke liye.",اس مشینڈنگ موڈل کی ایک ریسی ٹیک ہے لیکن پر سین اور رکال دونوں کا فیلوں ہیں اسی لیے ہی پر پر امیٹر سٹون کرنے پریں گے اور زیادہ دیکھ لکٹرنہ پرے گا بہت ریزلس کے لئے,1.088235294
Ayyan_C09.wav,Ayyan,C,"Usne apni presentation confidently deliver ki aur saare key points clearly cover kiye, lekin question answer session mein kuch technical queries pe woh stuck ho gaya aur judges ka confidence thoda shake hua usse.",اُس نے اپری پریرسنٹیشن کنفیدینٹلی لیوڑ کی اور ساری کیوبرنز کیلیلی قبر کیئے۔ لیکن کسٹنانسر سیشن میں کچھ تکنیکل کیریس پیبوں کو سٹاکھ ہو گیا اور جیڑیس کے کنفیدیس کے کنفیدنز تھوڑا شئے کو اوز پر سے۔,1.088235294
Ayyan_C10.wav,Ayyan,C,"Maine usse clearly instruction di thi ke feature implement karne se pehle properly test karo, lekin usne directly production mein push kar diya aur ab system down hai aur saare users affected hain, yeh bohot badi mistake thi.",بنیوں سے کلویل انسٹیکشن دی تھی کہ فیچن اپلیمان کرنے سے پہلے پروپڑلی تسکورو۔ لیکن اُس نے دریکلی پروٹیکشن میں پوچ کر دیا اور اب سیسنم ناؤن ہے اور سارے ایوزر افیکٹر دھا ہے۔ یہ بہت بری گلتی تھی۔,1.026315789
Azib_Naeem_A01.wav,Azib_Naeem,A,"Kal sham tak saray documents media par nashar kar diye jayen ge, is mein koi delay nahi honi chahiye.",کل شامتک سر دکمینز میڈیا پر نشر کرتی جائیں گے اس میں کوئیڈ لے نہیں ہونی چاہیے,1
Azib_Naeem_A02.wav,Azib_Naeem,A,"Yeh meeting abhi cancel nahi hogi, boss ne personally confirm kiya hai aur sab ko attend karna hoga.",یہ میٹنگ ابھی کنسل نہیں ہوگی باستنہ پرسنلی کنفرم کیا ہے اور سب کو ٹنٹ کرنا ہوگی,1
Azib_Naeem_A03.wav,Azib_Naeem,A,"Project ka final review kal subah hoga, isliye aaj raat tak apna kaam complete kar lo aur tayar raho.",پر آجرات تک اپنا کام کمپیٹ کرلو اور تیارہ ہوت,1
Azib_Naeem_A04.wav,Azib_Naeem,A,"Uska performance is semester mein kaafi improve hua hai, professors bhi usse appreciate kar rahe hain.",اُس کا پر فامن تسیس سمجھتے مجھا فیم بروب او اے پر فیسز بیو سی بریشی ایڈ کریں اے,1.1875
Azib_Naeem_A05.wav,Azib_Naeem,A,"System crash ho gaya tha isliye sara data delete ho gaya, ab se regular backup lena zaroori hai.",سیستم تش ہو گیا تھا اس کے لیے سالیڈیٹرہ دلیٹ ہو گیا اب سے ریگر بیکہ بلینہ ضروری ہے,1.055555556
Azib_Naeem_A06.wav,Azib_Naeem,A,"Mujhe yeh project deadline tak submit karna hai, warna marks cut ho jayenge aur GPA affect hoga.",مجھے پر آجکڑ دیدلین تک سبمیٹ کرنا ہے اونا ماغسکٹ خو جائیں گے اور جب افیکٹ ہوگا,1
Azib_Naeem_A07.wav,Azib_Naeem,A,"Woh bahut professional banda hai, usse seriously lo aur uski feedback ko ignore mat karo bilkul.",وہ بہت پر فیشنل بندہ ہے اُس سیریسلی لو اور اُس کی فید بہت کو اگنو اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس اُس ا,9.4375
Azib_Naeem_A08.wav,Azib_Naeem,A,"Yeh issue abhi tak resolve nahi hua, please follow up karo aur team ko kal tak update karte rehna.",تیشو ابھی تک زوال نہیں ہوا بھی سوالا پر اور ٹیم بوکل تک عبدد کر گے رہنو,1
